observationID,locationID,Latitude,Longitude,obsDate,voyageID,memoType,memoText
3889203,306548,24.4833,-36.0667,1784-10-24,18170,windDirection,ENE
3889202,306548,24.4833,-36.0667,1784-10-24,18170,windForce,vent frais
3889201,306548,24.4833,-36.0667,1784-10-24,18170,allWindDirections,au ENE
3889214,306549,23.3,-39.4667,1784-10-25,18170,allWindForces,Frais
3889213,306549,23.3,-39.4667,1784-10-25,18170,anchored,False
3889212,306549,23.3,-39.4667,1784-10-25,18170,windDirection,SE
3889211,306549,23.3,-39.4667,1784-10-25,18170,windForce,frais
3889210,306549,23.3,-39.4667,1784-10-25,18170,allWindDirections,au SE
3889223,306550,22.0833,-42.2167,1784-10-26,18170,allWindForces,Jolie frais
3889222,306550,22.0833,-42.2167,1784-10-26,18170,anchored,False
3889221,306550,22.0833,-42.2167,1784-10-26,18170,precipitationDescription,Pluie
3889220,306550,22.0833,-42.2167,1784-10-26,18170,weather,Par grains
3889219,306550,22.0833,-42.2167,1784-10-26,18170,windDirection,E
3889218,306550,22.0833,-42.2167,1784-10-26,18170,windForce,jolie frais
3889217,306550,22.0833,-42.2167,1784-10-26,18170,allWindDirections,au E
3889232,306551,21.8833,-45.1167,1784-10-27,18170,allWindForces,Jolie frais
3889231,306551,21.8833,-45.1167,1784-10-27,18170,anchored,False
3889230,306551,21.8833,-45.1167,1784-10-27,18170,precipitationDescription,Pluie
3889229,306551,21.8833,-45.1167,1784-10-27,18170,weather,Par grains
3889228,306551,21.8833,-45.1167,1784-10-27,18170,windDirection,E
3889227,306551,21.8833,-45.1167,1784-10-27,18170,windForce,jolie frais
3889226,306551,21.8833,-45.1167,1784-10-27,18170,allWindDirections,au E
3889240,306552,21.8667,-47.9167,1784-10-28,18170,allWindForces,Jolie frais
3889239,306552,21.8667,-47.9167,1784-10-28,18170,anchored,False
3889238,306552,21.8667,-47.9167,1784-10-28,18170,stateOfSea,Tomb
3889237,306552,21.8667,-47.9167,1784-10-28,18170,windDirection,E
3889236,306552,21.8667,-47.9167,1784-10-28,18170,windForce,jolie frais
3889235,306552,21.8667,-47.9167,1784-10-28,18170,allWindDirections,au E
3889247,306553,21.55,-50.3333,1784-10-29,18170,anchored,False
3889246,306553,21.55,-50.3333,1784-10-29,18170,stateOfSea,Belle
3889245,306553,21.55,-50.3333,1784-10-29,18170,weather,Beau ciel
3889244,306553,21.55,-50.3333,1784-10-29,18170,windDirection,E
3889243,306553,21.55,-50.3333,1784-10-29,18170,allWindDirections,au E
3889256,306554,21.3833,-52.7667,1784-10-30,18170,allWindForces,Petite frais
3889255,306554,21.3833,-52.7667,1784-10-30,18170,anchored,False
3889254,306554,21.3833,-52.7667,1784-10-30,18170,stateOfSea,Belle
3889253,306554,21.3833,-52.7667,1784-10-30,18170,weather,Beau temps
3889252,306554,21.3833,-52.7667,1784-10-30,18170,windDirection,E
3889251,306554,21.3833,-52.7667,1784-10-30,18170,windForce,petite frais
3889250,306554,21.3833,-52.7667,1784-10-30,18170,allWindDirections,au E
3889264,306555,20.9833,-56.7167,1784-11-02,18170,allWindForces,Fraichir
3889263,306555,20.9833,-56.7167,1784-11-02,18170,anchored,False
3889262,306555,20.9833,-56.7167,1784-11-02,18170,stateOfSea,Belle
3889261,306555,20.9833,-56.7167,1784-11-02,18170,windDirection,W
3889260,306555,20.9833,-56.7167,1784-11-02,18170,windForce,fraichir
3889259,306555,20.9833,-56.7167,1784-11-02,18170,allWindDirections,au O
3889271,306556,20.4333,-57.9833,1784-11-03,18170,allWindForces,Foibles
3889270,306556,20.4333,-57.9833,1784-11-03,18170,anchored,False
3889269,306556,20.4333,-57.9833,1784-11-03,18170,windDirection,N
3889268,306556,20.4333,-57.9833,1784-11-03,18170,windForce,foibles
3889267,306556,20.4333,-57.9833,1784-11-03,18170,allWindDirections,au N et S
3889278,306557,20.1833,-63.1333,1784-11-06,18170,allWindForces,Variable
3889277,306557,20.1833,-63.1333,1784-11-06,18170,anchored,False
3889276,306557,20.1833,-63.1333,1784-11-06,18170,windDirection,NE
3889275,306557,20.1833,-63.1333,1784-11-06,18170,windForce,variable
3889274,306557,20.1833,-63.1333,1784-11-06,18170,allWindDirections,du O au NE
3889285,306558,20.0,-65.6333,1784-11-07,18170,allWindForces,Jolie frais et trs foible
3889284,306558,20.0,-65.6333,1784-11-07,18170,anchored,False
3889283,306558,20.0,-65.6333,1784-11-07,18170,windDirection,NE
3889282,306558,20.0,-65.6333,1784-11-07,18170,windForce,jolie frais
3889281,306558,20.0,-65.6333,1784-11-07,18170,allWindDirections,au NE et au ESE
3889291,306559,19.1,-68.7,1784-11-09,18170,anchored,False
3889290,306559,19.1,-68.7,1784-11-09,18170,weather,Clair
3889289,306559,19.1,-68.7,1784-11-09,18170,windDirection,NNW
3889288,306559,19.1,-68.7,1784-11-09,18170,allWindDirections,au NNO
3889298,306560,19.1333,-69.4,1784-11-10,18170,allWindForces,Foible
3889297,306560,19.1333,-69.4,1784-11-10,18170,anchored,False
3889296,306560,19.1333,-69.4,1784-11-10,18170,windDirection,E
3889295,306560,19.1333,-69.4,1784-11-10,18170,windForce,foible
3889294,306560,19.1333,-69.4,1784-11-10,18170,allWindDirections,du E
3889307,306561,25.4333,-67.6667,1786-03-23,22242,allWindForces,Frais
3889306,306561,25.4333,-67.6667,1786-03-23,22242,anchored,False
3889305,306561,25.4333,-67.6667,1786-03-23,22242,stateOfSea,Belle
3889304,306561,25.4333,-67.6667,1786-03-23,22242,weather,Beau temps
3889303,306561,25.4333,-67.6667,1786-03-23,22242,windDirection,N
3889302,306561,25.4333,-67.6667,1786-03-23,22242,windForce,frais
3889301,306561,25.4333,-67.6667,1786-03-23,22242,allWindDirections,du NNO au N et SSE
3889315,306562,25.15,-67.0667,1786-03-24,22242,allWindForces,Petite vent
3889314,306562,25.15,-67.0667,1786-03-24,22242,anchored,False
3889313,306562,25.15,-67.0667,1786-03-24,22242,stateOfSea,Un peu houleuse
3889312,306562,25.15,-67.0667,1786-03-24,22242,windDirection,Nne
3889311,306562,25.15,-67.0667,1786-03-24,22242,windForce,petite vent
3889310,306562,25.15,-67.0667,1786-03-24,22242,allWindDirections,du N au Nne et ENE
3889323,306563,25.3667,-66.7333,1786-03-25,22242,allWindForces,Trs foible et calme plat
3889322,306563,25.3667,-66.7333,1786-03-25,22242,anchored,False
3889321,306563,25.3667,-66.7333,1786-03-25,22242,stateOfSea,Houleuse
3889320,306563,25.3667,-66.7333,1786-03-25,22242,windDirection,SSE
3889319,306563,25.3667,-66.7333,1786-03-25,22242,windForce,trs foible
3889318,306563,25.3667,-66.7333,1786-03-25,22242,allWindDirections,du SE au SSE
3889331,306564,25.6667,-66.6,1786-03-26,22242,allWindForces,Variable
3889330,306564,25.6667,-66.6,1786-03-26,22242,anchored,False
3889329,306564,25.6667,-66.6,1786-03-26,22242,stateOfSea,Houleuse
3889328,306564,25.6667,-66.6,1786-03-26,22242,windDirection,ESE
3889327,306564,25.6667,-66.6,1786-03-26,22242,windForce,variable
3889326,306564,25.6667,-66.6,1786-03-26,22242,allWindDirections,du E au ESE
3889339,306565,26.3833,-65.45,1786-03-27,22242,allWindForces,Trs foible et jolie frais
3889338,306565,26.3833,-65.45,1786-03-27,22242,anchored,False
3889337,306565,26.3833,-65.45,1786-03-27,22242,stateOfSea,Houleuse
3889336,306565,26.3833,-65.45,1786-03-27,22242,windDirection,SSE
3889335,306565,26.3833,-65.45,1786-03-27,22242,windForce,trs foible
3889334,306565,26.3833,-65.45,1786-03-27,22242,allWindDirections,du SE au SSE et S
3889348,306566,26.3833,-62.25,1786-03-30,22242,allWindForces,Variables et foible
3889347,306566,26.3833,-62.25,1786-03-30,22242,anchored,False
3889346,306566,26.3833,-62.25,1786-03-30,22242,stateOfSea,Dure
3889345,306566,26.3833,-62.25,1786-03-30,22242,weather,Couvert
3889344,306566,26.3833,-62.25,1786-03-30,22242,windDirection,NNE
3889343,306566,26.3833,-62.25,1786-03-30,22242,windForce,variables
3889342,306566,26.3833,-62.25,1786-03-30,22242,allWindDirections,du NE au NNE et NE 1/4 E
3889357,306567,27.4,-61.75,1786-03-31,22242,allWindForces,Jolie frais
3889356,306567,27.4,-61.75,1786-03-31,22242,anchored,False
3889355,306567,27.4,-61.75,1786-03-31,22242,stateOfSea,Un peu houleuse
3889354,306567,27.4,-61.75,1786-03-31,22242,weather,Beau temps
3889353,306567,27.4,-61.75,1786-03-31,22242,windDirection,ESE
3889352,306567,27.4,-61.75,1786-03-31,22242,windForce,jolie frais
3889351,306567,27.4,-61.75,1786-03-31,22242,allWindDirections,du ENE au ESE
3889365,306568,28.7667,-60.45,1786-04-01,22242,allWindForces,Jolie frais
3889364,306568,28.7667,-60.45,1786-04-01,22242,anchored,False
3889363,306568,28.7667,-60.45,1786-04-01,22242,weather,Couvert
3889362,306568,28.7667,-60.45,1786-04-01,22242,windDirection,SSE
3889361,306568,28.7667,-60.45,1786-04-01,22242,windForce,jolie frais
3889360,306568,28.7667,-60.45,1786-04-01,22242,allWindDirections,du ESE au SSE
3889375,306569,33.9333,-53.0833,1786-04-05,22242,allWindForces,Petite vent
3889374,306569,33.9333,-53.0833,1786-04-05,22242,anchored,False
3889373,306569,33.9333,-53.0833,1786-04-05,22242,stateOfSea,Houleuse
3889372,306569,33.9333,-53.0833,1786-04-05,22242,precipitationDescription,Pluie
3889371,306569,33.9333,-53.0833,1786-04-05,22242,weather,Brumeux et pluvieux
3889370,306569,33.9333,-53.0833,1786-04-05,22242,windDirection,WSW
3889369,306569,33.9333,-53.0833,1786-04-05,22242,windForce,petite vent
3889368,306569,33.9333,-53.0833,1786-04-05,22242,allWindDirections,du SO au OSO
3889382,306570,33.95,-52.7833,1786-04-06,22242,allWindForces,presque calme
3889381,306570,33.95,-52.7833,1786-04-06,22242,anchored,False
3889380,306570,33.95,-52.7833,1786-04-06,22242,windDirection,SW
3889379,306570,33.95,-52.7833,1786-04-06,22242,windForce,presque calme
3889378,306570,33.95,-52.7833,1786-04-06,22242,allWindDirections,du O au SO et ESE et SSE
3889391,306571,34.3,-51.75,1786-04-07,22242,allWindForces,Petite frais
3889390,306571,34.3,-51.75,1786-04-07,22242,anchored,False
3889389,306571,34.3,-51.75,1786-04-07,22242,stateOfSea,Belle
3889388,306571,34.3,-51.75,1786-04-07,22242,weather,Beau temps
3889387,306571,34.3,-51.75,1786-04-07,22242,windDirection,SE
3889386,306571,34.3,-51.75,1786-04-07,22242,windForce,petite frais
3889385,306571,34.3,-51.75,1786-04-07,22242,allWindDirections,du SSE au SE
3889400,306572,35.1,-51.15,1786-04-08,22242,allWindForces,Trs jolie petite brise
3889399,306572,35.1,-51.15,1786-04-08,22242,anchored,False
3889398,306572,35.1,-51.15,1786-04-08,22242,stateOfSea,Belle
3889397,306572,35.1,-51.15,1786-04-08,22242,weather,Beau temps
3889396,306572,35.1,-51.15,1786-04-08,22242,windDirection,SSE
3889395,306572,35.1,-51.15,1786-04-08,22242,windForce,trs jolie petite brise
3889394,306572,35.1,-51.15,1786-04-08,22242,allWindDirections,du SSO au SSE et SE
3889409,306573,36.1667,-49.5,1786-04-09,22242,allWindForces,Petite vent
3889408,306573,36.1667,-49.5,1786-04-09,22242,anchored,False
3889407,306573,36.1667,-49.5,1786-04-09,22242,stateOfSea,Belle
3889406,306573,36.1667,-49.5,1786-04-09,22242,weather,Beau temps
3889405,306573,36.1667,-49.5,1786-04-09,22242,windDirection,S
3889404,306573,36.1667,-49.5,1786-04-09,22242,windForce,petite vent
3889403,306573,36.1667,-49.5,1786-04-09,22242,allWindDirections,au S et SSE
3889419,306574,37.5833,-47.0,1786-04-10,22242,allWindForces,Foible
3889418,306574,37.5833,-47.0,1786-04-10,22242,anchored,False
3889417,306574,37.5833,-47.0,1786-04-10,22242,stateOfSea,Belle
3889416,306574,37.5833,-47.0,1786-04-10,22242,precipitationDescription,Petite pluie
3889415,306574,37.5833,-47.0,1786-04-10,22242,weather,Beau temps et brumeux
3889414,306574,37.5833,-47.0,1786-04-10,22242,windDirection,SSW
3889413,306574,37.5833,-47.0,1786-04-10,22242,windForce,foible
3889412,306574,37.5833,-47.0,1786-04-10,22242,allWindDirections,au SSO et SO et OSO
3889428,306575,38.25,-45.25,1786-04-11,22242,allWindForces,Frais
3889427,306575,38.25,-45.25,1786-04-11,22242,anchored,False
3889426,306575,38.25,-45.25,1786-04-11,22242,stateOfSea,Belle
3889425,306575,38.25,-45.25,1786-04-11,22242,weather,Beau temps et couvert 
3889424,306575,38.25,-45.25,1786-04-11,22242,windDirection,NNW
3889423,306575,38.25,-45.25,1786-04-11,22242,windForce,frais
3889422,306575,38.25,-45.25,1786-04-11,22242,allWindDirections,du ONO au NNO
3889437,306576,38.6833,-43.8833,1786-04-12,22242,allWindForces,Foible
3889436,306576,38.6833,-43.8833,1786-04-12,22242,anchored,False
3889435,306576,38.6833,-43.8833,1786-04-12,22242,stateOfSea,Belle
3889434,306576,38.6833,-43.8833,1786-04-12,22242,weather,Beau temps
3889433,306576,38.6833,-43.8833,1786-04-12,22242,windDirection,NNW
3889432,306576,38.6833,-43.8833,1786-04-12,22242,windForce,foible
3889431,306576,38.6833,-43.8833,1786-04-12,22242,allWindDirections,au NNO et NNEet N
3889446,306577,43.1,-34.9333,1786-04-15,22242,allWindForces,Frais
3889445,306577,43.1,-34.9333,1786-04-15,22242,anchored,False
3889444,306577,43.1,-34.9333,1786-04-15,22242,stateOfSea,Forte
3889443,306577,43.1,-34.9333,1786-04-15,22242,precipitationDescription,Pluie
3889442,306577,43.1,-34.9333,1786-04-15,22242,windDirection,SSW
3889441,306577,43.1,-34.9333,1786-04-15,22242,windForce,frais
3889440,306577,43.1,-34.9333,1786-04-15,22242,allWindDirections,du S au SSO et  SO
3889453,306578,46.65,-22.2333,1786-04-18,22242,anchored,False
3889452,306578,46.65,-22.2333,1786-04-18,22242,stateOfSea,Belle
3889451,306578,46.65,-22.2333,1786-04-18,22242,weather,Brumeux
3889450,306578,46.65,-22.2333,1786-04-18,22242,windDirection,SSW
3889449,306578,46.65,-22.2333,1786-04-18,22242,allWindDirections,au SSO et SO
3889462,306579,48.4333,-13.5833,1786-04-20,22242,allWindForces,Frais
3889461,306579,48.4333,-13.5833,1786-04-20,22242,anchored,False
3889460,306579,48.4333,-13.5833,1786-04-20,22242,stateOfSea,Belle
3889459,306579,48.4333,-13.5833,1786-04-20,22242,weather,Brumeux
3889458,306579,48.4333,-13.5833,1786-04-20,22242,windDirection,S
3889457,306579,48.4333,-13.5833,1786-04-20,22242,windForce,frais
3889456,306579,48.4333,-13.5833,1786-04-20,22242,allWindDirections,au S et SO
3889471,306580,48.5833,-9.83333,1786-04-21,22242,allWindForces,Frais
3889470,306580,48.5833,-9.83333,1786-04-21,22242,anchored,False
3889469,306580,48.5833,-9.83333,1786-04-21,22242,stateOfSea,Belle
3889468,306580,48.5833,-9.83333,1786-04-21,22242,weather,Brumeux
3889467,306580,48.5833,-9.83333,1786-04-21,22242,windDirection,SSW
3889466,306580,48.5833,-9.83333,1786-04-21,22242,windForce,frais
3889465,306580,48.5833,-9.83333,1786-04-21,22242,allWindDirections,du ONO au SSO
3889480,306581,48.45,-7.33333,1786-04-22,22242,allWindForces,Fort
3889479,306581,48.45,-7.33333,1786-04-22,22242,anchored,False
3889478,306581,48.45,-7.33333,1786-04-22,22242,stateOfSea,Trs houleuse
3889477,306581,48.45,-7.33333,1786-04-22,22242,weather,Trs brumeux
3889476,306581,48.45,-7.33333,1786-04-22,22242,windDirection,W
3889475,306581,48.45,-7.33333,1786-04-22,22242,windForce,fort
3889474,306581,48.45,-7.33333,1786-04-22,22242,allWindDirections,au O et ONO et NO
3889489,306582,47.9333,-6.43333,1768-04-01,19002,allWindForces,Bon frais
3889488,306582,47.9333,-6.43333,1768-04-01,19002,anchored,False
3889487,306582,47.9333,-6.43333,1768-04-01,19002,stateOfSea,Belle
3889486,306582,47.9333,-6.43333,1768-04-01,19002,weather,Beau temps
3889485,306582,47.9333,-6.43333,1768-04-01,19002,windDirection,SE
3889484,306582,47.9333,-6.43333,1768-04-01,19002,windForce,bon frais
3889483,306582,47.9333,-6.43333,1768-04-01,19002,allWindDirections,du NE au SE
3889496,306583,48.35,-6.13333,1768-04-02,19002,allWindForces,Gros frais
3889495,306583,48.35,-6.13333,1768-04-02,19002,anchored,False
3889494,306583,48.35,-6.13333,1768-04-02,19002,windDirection,E
3889493,306583,48.35,-6.13333,1768-04-02,19002,windForce,gros frais
3889492,306583,48.35,-6.13333,1768-04-02,19002,allWindDirections,du ENE au E
3889503,306584,48.6167,-5.66667,1768-04-03,19002,anchored,False
3889502,306584,48.6167,-5.66667,1768-04-03,19002,stateOfSea,Houleuse
3889501,306584,48.6167,-5.66667,1768-04-03,19002,weather,Beau temps
3889500,306584,48.6167,-5.66667,1768-04-03,19002,windDirection,SE
3889499,306584,48.6167,-5.66667,1768-04-03,19002,allWindDirections,au SE
3889506,306585,48.7,-6.36667,1768-04-04,19002,anchored,False
3889513,306586,48.1,-7.1,1768-03-30,19002,allWindForces,Bon frais
3889512,306586,48.1,-7.1,1768-03-30,19002,anchored,False
3889511,306586,48.1,-7.1,1768-03-30,19002,windDirection,SE
3889510,306586,48.1,-7.1,1768-03-30,19002,windForce,bon frais
3889509,306586,48.1,-7.1,1768-03-30,19002,allWindDirections,du SE
3889520,306587,48.2333,-7.15,1768-03-31,19002,allWindForces,Bon frais
3889519,306587,48.2333,-7.15,1768-03-31,19002,anchored,False
3889518,306587,48.2333,-7.15,1768-03-31,19002,windDirection,SE
3889517,306587,48.2333,-7.15,1768-03-31,19002,windForce,bon frais
3889516,306587,48.2333,-7.15,1768-03-31,19002,allWindDirections,du NE au SE
3889529,306588,24.9167,-30.6833,1767-10-26,20333,allWindForces,Petite frais
3889528,306588,24.9167,-30.6833,1767-10-26,20333,anchored,False
3889527,306588,24.9167,-30.6833,1767-10-26,20333,stateOfSea,Un peu houleuse
3889526,306588,24.9167,-30.6833,1767-10-26,20333,weather,Beau temps
3889525,306588,24.9167,-30.6833,1767-10-26,20333,windDirection,E
3889524,306588,24.9167,-30.6833,1767-10-26,20333,windForce,petite frais
3889523,306588,24.9167,-30.6833,1767-10-26,20333,allWindDirections,au E
3889538,306589,23.9667,-32.55,1767-10-27,20333,allWindForces,Petite frais
3889537,306589,23.9667,-32.55,1767-10-27,20333,anchored,False
3889536,306589,23.9667,-32.55,1767-10-27,20333,stateOfSea,Un peu houleuse
3889535,306589,23.9667,-32.55,1767-10-27,20333,weather,Beau temps
3889534,306589,23.9667,-32.55,1767-10-27,20333,windDirection,ENE
3889533,306589,23.9667,-32.55,1767-10-27,20333,windForce,petite frais
3889532,306589,23.9667,-32.55,1767-10-27,20333,allWindDirections,du E au ENE
3889547,306590,22.8667,-34.7,1767-10-28,20333,allWindForces,Petite frais
3889546,306590,22.8667,-34.7,1767-10-28,20333,anchored,False
3889545,306590,22.8667,-34.7,1767-10-28,20333,stateOfSea,Un peu houleuse
3889544,306590,22.8667,-34.7,1767-10-28,20333,weather,Beau temps
3889543,306590,22.8667,-34.7,1767-10-28,20333,windDirection,ENE
3889542,306590,22.8667,-34.7,1767-10-28,20333,windForce,petite frais
3889541,306590,22.8667,-34.7,1767-10-28,20333,allWindDirections,du E au ENE
3889556,306591,21.0833,-36.8,1767-10-29,20333,allWindForces,Petite frais
3889555,306591,21.0833,-36.8,1767-10-29,20333,anchored,False
3889554,306591,21.0833,-36.8,1767-10-29,20333,stateOfSea,Un peu houleuse
3889553,306591,21.0833,-36.8,1767-10-29,20333,weather,Beau temps
3889552,306591,21.0833,-36.8,1767-10-29,20333,windDirection,ENE
3889551,306591,21.0833,-36.8,1767-10-29,20333,windForce,petite frais
3889550,306591,21.0833,-36.8,1767-10-29,20333,allWindDirections,du E au ENE
3889565,306592,20.8,-38.75,1767-10-30,20333,allWindForces,Petite frais
3889564,306592,20.8,-38.75,1767-10-30,20333,anchored,False
3889563,306592,20.8,-38.75,1767-10-30,20333,stateOfSea,Houleuse
3889562,306592,20.8,-38.75,1767-10-30,20333,weather,Beau temps
3889561,306592,20.8,-38.75,1767-10-30,20333,windDirection,ENE
3889560,306592,20.8,-38.75,1767-10-30,20333,windForce,petite frais
3889559,306592,20.8,-38.75,1767-10-30,20333,allWindDirections,du E au ENE
3889573,306593,19.8333,-41.05,1767-10-31,20333,allWindForces,Bon petite frais
3889572,306593,19.8333,-41.05,1767-10-31,20333,anchored,False
3889571,306593,19.8333,-41.05,1767-10-31,20333,weather,Beau temps
3889570,306593,19.8333,-41.05,1767-10-31,20333,windDirection,ESE
3889569,306593,19.8333,-41.05,1767-10-31,20333,windForce,bon petite frais
3889568,306593,19.8333,-41.05,1767-10-31,20333,allWindDirections,du SE au ESE et au SE
3889581,306594,18.0833,-43.2,1767-11-01,20333,allWindForces,Bon petite frais
3889580,306594,18.0833,-43.2,1767-11-01,20333,anchored,False
3889579,306594,18.0833,-43.2,1767-11-01,20333,weather,Beau temps
3889578,306594,18.0833,-43.2,1767-11-01,20333,windDirection,ESE
3889577,306594,18.0833,-43.2,1767-11-01,20333,windForce,bon petite frais
3889576,306594,18.0833,-43.2,1767-11-01,20333,allWindDirections,du ESE
3889589,306595,18.2,-45.2,1767-11-02,20333,allWindForces,Bon petite frais
3889588,306595,18.2,-45.2,1767-11-02,20333,anchored,False
3889587,306595,18.2,-45.2,1767-11-02,20333,weather,Beau temps
